row_id,customer_id,movement_date,movement_type,mrr_movement_usd
988,cus_56f4a7c8-1bfd-11e8-aed3-ef30f3490188,2018-03-14,churn,-171.1458
1894,cus_585e52c4-f309-11e8-90c7-5350853bb33a,2019-08-23,churn,-171.1458
1197,cus_e1c72da8-b4f1-11e7-bd3d-e780136ca988,2018-07-05,churn,-10.71
1022,cus_6c6f28fa-3753-11e8-a7db-3b3403a69b8f,2018-03-31,churn,-213.9858
1830,cus_89be1d4e-0143-11e8-affb-97d07f7c8af1,2019-05-31,churn,-235.4058
397,cus_ef0c3280-3228-11e6-b9f2-17646f29114a,2017-01-15,churn,-85.4658
1185,cus_b8e063e2-28c4-11e6-904c-5ba77172664a,2018-06-29,churn,-107.1
1874,cus_cf7f87f0-e24a-11e6-9572-17a8287f346f,2019-06-30,churn,-117.81
938,cus_515a47cc-2b3b-11e7-b427-77228906cfc3,2018-02-02,churn,-46.485946512447093
233,cus_97ddff42-9d0a-11e5-b1df-ab047091c0f1,2016-04-25,churn,-171.36
970,cus_02dd60b8-88cc-11e7-8b52-9fab6e5bfce7,2018-02-28,churn,-151.58644644502729
973,cus_224cb366-837e-11e7-9cea-a3ab4736b293,2018-02-28,churn,-182.07
1753,cus_8c7cdf6c-4864-11e8-9f2d-f727f428c5b1,2019-04-25,churn,-680.54996985571427
181,cus_bfdf95ba-9d09-11e5-a704-b74dde6cec98,2016-01-22,churn,0.0
939,cus_8f92284e-646b-11e6-800a-6bf7052f0160,2018-02-04,churn,-85.4658
80,cus_6a0af7be-9d0a-11e5-bfdf-3b5806611649,2015-08-27,churn,-42.84
645,cus_cf072314-9d09-11e5-ab33-9fc40ef2ad6b,2017-08-21,churn,-20.092331391676524
1583,cus_c64d4116-bcb6-11e8-befa-f33ba5004b3a,2019-02-02,churn,-74.32838938792564
661,cus_0c28295e-c5a6-11e5-97b2-3be8c1fb4041,2017-08-30,churn,-39.806177181856924
916,cus_492ee134-d1cc-11e6-8257-6baebf1ec794,2018-01-24,churn,-51.781696262617281
1931,cus_58613efe-d360-11e7-89fc-1bb826ff3978,2019-07-08,churn,-76.20281629812068
241,cus_cbfae442-dfc3-11e5-bd47-f7abb8cb59da,2016-05-17,churn,-107.1
828,cus_8409e2f8-20ca-11e6-973e-ff0394557b3d,2017-11-30,churn,-143.02143418068172
188,cus_b1752c60-9d09-11e5-be4d-473ac3d755c1,2016-01-28,churn,-128.3058
1959,22,2019-08-11,churn,-165.19711656853747
640,cus_704710b6-8ed8-11e6-a014-0f6935c42e3b,2017-08-16,churn,-53.4885144282675
641,cus_fc2c14d8-ddab-11e6-8000-737102d98529,2017-08-16,churn,-10.71
1749,cus_5c998eb2-0e59-11e7-ac22-4390c46c57e2,2019-04-24,churn,-166.90899787693115
1757,cus_33312022-2954-11e9-8b61-43895fbbf642,2019-04-27,churn,-294.23380048558192
1155,cus_f7612e4e-b249-11e6-8ef4-5b9c29f77f95,2018-06-12,churn,-190.2979707528944
1697,cus_cef6a2e6-9d09-11e5-a73d-63a14c5e5748,2019-03-29,churn,-251.15414239595657
1701,cus_7e502138-8536-11e8-8296-1b86c6d2da2c,2019-03-29,churn,-235.4058
1596,cus_62b8e0a0-01f5-11e8-bf4d-2b744b7b14da,2019-02-07,churn,-267.34434525542162
1457,cus_16d59bde-b5d1-11e8-a9b1-1f88cf9aa6c8,2018-11-21,churn,-74.368091035764053
1458,cus_97e31d7c-bce4-11e8-8aaa-8f54cc07f070,2018-11-21,churn,-74.368091035764053
1567,cus_b3d95850-67ce-11e7-b6ad-5bc812214945,2019-01-30,churn,-85.4658
1308,cus_8d32c7d4-04e3-11e7-80ec-d3b7a7bf3b43,2018-09-08,churn,-33.732639989853517
1304,cus_d2851568-30d8-11e8-be57-2b061f9c68b5,2018-09-06,churn,-78.961754360441816
983,cus_e48018ec-be12-11e6-ab48-e38bbf44799b,2018-03-06,churn,-52.091007823489264
288,cus_ee901c7e-37bc-11e6-be41-ff3e080a1df2,2016-08-09,churn,-30.947533431980808
248,cus_618cf630-a3ce-11e5-9fd1-7baaca846e47,2016-05-31,churn,-131.64715170754715
901,cus_4c3f4350-dd52-11e6-aef2-93b426c13273,2018-01-16,churn,-123.3792
1586,cus_047eda2c-12f3-11e7-ab87-737fe3d13dfb,2019-02-04,churn,-71.3959804938518
924,cus_fd59c6b6-4b97-11e7-bc02-dfe6f7ab8c10,2018-01-30,churn,-61.59435876189243
1462,cus_2eaeaf14-f9dc-11e6-812b-5ff430eb6490,2018-11-23,churn,-53.55
606,cus_8ae4361c-9d0a-11e5-beec-3b4a2692265d,2017-07-16,churn,-30.671889065705432
485,cus_b4871f82-f936-11e6-af90-cf6ba78303d7,2017-03-31,churn,-106.8858
274,cus_7179b462-fa35-11e5-b336-e3bda4d0c99c,2016-07-01,churn,-133.41551695959117
1525,cus_accda274-c061-11e6-a23d-a78d8a9b1df9,2018-12-31,churn,-72.3996
1109,cus_7b832d1e-805f-11e8-aa3c-bf6f67d8c932,2018-05-19,churn,-109.18841859692418
232,cus_5e4bdeb0-c9c5-11e5-9a3c-f7b7448248b5,2016-04-22,churn,-74.97
774,cus_2fa68998-8e4a-11e7-b2b8-ab677009c2dc,2017-11-01,churn,-183.81255087120977
621,cus_a7b79c8c-2a78-11e7-afd3-0f2e81bdf466,2017-07-29,churn,-71.3959804938518
1093,cus_57fe2870-55a0-11e7-9036-236f12b27700,2018-05-07,churn,-73.185163177621348
1234,cus_ebe537ba-eccf-11e7-b18f-d74dc5b6446d,2018-07-28,churn,-128.0916
1762,cus_5d8219b0-5586-11e7-a28e-4b7a07d8f8f5,2019-04-29,churn,-75.707476913911222
1249,cus_a1b9ee8e-6339-11e8-a78a-53d787a299df,2018-08-08,churn,-112.45211982321166
919,cus_a24f214a-8e53-11e7-9919-47087fe126f2,2018-01-26,churn,-80.662419804583891
1677,cus_cfc49e18-bfca-11e7-8b75-9be64d125b79,2019-03-22,churn,-212.51583197985428
1678,cus_0aaceea8-83fa-11e6-aeb6-2f6242b00752,2019-03-22,churn,-246.84593023255812
1475,cus_c4259678-64ae-11e8-8def-e7f8f1e4e6f7,2018-11-29,churn,-270.15832753753631
912,cus_31369fc4-ec91-11e6-9f9f-731a072a3fb4,2018-01-22,churn,-159.66766695032919
1394,cus_c8509a28-810f-11e7-9347-d35f8d9f8c6d,2018-10-22,churn,-192.5658
1663,cus_b276ccd6-f242-11e8-9291-a38617fd06ab,2019-03-14,churn,-107.1
1572,cus_850e88ae-5cf3-11e8-8404-03338236550c,2019-01-31,churn,-304.83993727483818
1521,cus_20622952-9b88-11e6-b4ca-ef00a2a0e538,2018-12-30,churn,-33.039167079821517
469,cus_ee901c7e-37bc-11e6-be41-ff3e080a1df2,2017-03-15,churn,-64.474027983293354
305,cus_84e3c4f4-bb86-11e5-8c38-3f8d9d6b1583,2016-09-08,churn,-25.789611193317338
307,cus_c34861f6-5ec8-11e6-9af9-1bd0a48d0bb9,2016-09-08,churn,-52.587203429777112
1024,cus_4b959866-f7e1-11e5-bc9a-0f0392d9d0ed,2018-04-01,churn,-52.658860683018865
1896,cus_a11cc2de-a054-11e6-b586-e7a654a9e57c,2019-06-01,churn,-86.02955165197541
1158,cus_8e392d5e-3c05-11e7-a45a-ab77eb084188,2018-06-13,churn,-42.84
844,cus_6ef2619c-2047-11e7-8a0d-ef6c1ea82910,2017-12-13,churn,-172.21782709825123
1906,cus_b4baa42a-e7b0-11e6-b2d3-9f1b7bb6fd86,2019-08-10,churn,-85.239830983891522
1165,cus_34256f6c-25da-11e7-8a29-9736339a574f,2018-06-18,churn,-57.834
1168,cus_ae0191f8-5f90-11e8-9228-5b7482d01dc6,2018-06-18,churn,-85.4658
195,cus_c8316cac-9d09-11e5-bc4c-9318affc25f2,2016-02-04,churn,-85.68
1193,cus_0216d062-7ffc-11e6-b5ba-df64d21b0038,2018-07-01,churn,-83.593701827275581
598,cus_503bf53e-cd08-11e6-893d-efae7558a0b5,2017-07-04,churn,-213.9858
1694,cus_97ddff42-9d0a-11e5-b1df-ab047091c0f1,2019-03-28,churn,-321.0858
968,cus_124625da-f2c2-11e6-9679-67e89115966a,2018-02-27,churn,-342.5058
388,cus_ae0d00a4-7f33-11e6-afe4-4b149d3f6220,2017-01-04,churn,-83.3938953488372
600,cus_b58fc964-ed70-11e6-9dbc-0bb5d22ec12a,2017-07-07,churn,-85.4658
528,cus_901132f2-8b11-11e6-929d-5f03add8da90,2017-05-09,churn,-31.201633416489376
172,cus_d4fbfcd6-9d09-11e5-b741-5f61f5ab8e14,2015-12-31,churn,-127.79953777377263
898,cus_905171aa-df21-11e6-a115-e37cdd905a20,2018-01-13,churn,-171.1458
1169,cus_dfaf1bf6-7358-11e6-ba60-dbd46d2218eb,2018-06-19,churn,-139.0158
1470,cus_55f279c6-7fc9-11e6-9157-1bdc420ae063,2018-11-28,churn,-80.132881416803215
186,cus_79c41abe-9d0a-11e5-b3e7-eb4011b2d29f,2016-01-27,churn,0.0
364,cus_6c977d72-9d0a-11e5-83ea-2b34d864244c,2016-11-30,churn,-10.495800000000001
1743,cus_4ef82f06-4469-11e8-b700-b714bf226513,2019-04-19,churn,-290.230662348246
1744,cus_4624447e-ecb0-11e8-b741-2f33b4e3f916,2019-04-19,churn,-62.838884956090844
715,cus_7fe10032-1f5a-11e7-b1c3-7fb720ff30d0,2017-09-29,churn,-57.538061766497556
1095,cus_cec2c430-9d09-11e5-bc58-33eb270a7b7e,2018-05-09,churn,-65.300077022948713
596,cus_f4909a50-3ea5-11e6-91c8-f31bd8553f99,2017-07-03,churn,-56.737144625298143
1746,cus_ea082db8-e426-11e8-9895-670095972293,2019-04-20,churn,-72.465903150691446
922,cus_054efcbc-0f00-11e7-8862-5f0eefe67040,2018-01-29,churn,-128.52
198,cus_cf055548-9d09-11e5-aa91-571ac81cfbb1,2016-02-08,churn,-6.426
91,cus_7d5895b0-9d0a-11e5-9c9f-93db6cedde11,2015-09-10,new_biz,10.495800000000001
1924,63,2019-08-01,new_biz,237.15493790459996
1938,70,2019-08-01,new_biz,118.34031401439537
1960,81,2019-08-01,new_biz,118.34031401439537
1943,74,2019-08-01,new_biz,189.51674552178673
1944,75,2019-08-01,new_biz,260.06487469267165
1948,79,2019-08-01,new_biz,270.47788268837422
1939,71,2019-08-01,new_biz,172.59945378688585
1946,77,2019-08-01,new_biz,192.5658
1977,89,2019-08-01,new_biz,256.8258
1942,73,2019-08-01,new_biz,363.9258
1945,76,2019-08-01,new_biz,257.04
1975,87,2019-08-01,new_biz,213.5574
1734,cus_7bdb5cea-49c8-11e9-9245-6f5646513fc1,2019-04-11,new_biz,107.1
1730,cus_ae1cd50a-23dd-11e9-b2ac-973bf5227f44,2019-04-10,new_biz,230.9076
348,cus_2130a614-b263-11e6-9ce9-2b2b953042da,2016-11-10,new_biz,117.98937006235479
1363,cus_c64d4116-bcb6-11e8-befa-f33ba5004b3a,2018-10-02,new_biz,74.32838938792564
1362,cus_f986f8c6-ba48-11e8-9659-37a1546519ff,2018-10-02,new_biz,158.0796
679,cus_a231eaf0-62fa-11e7-bef8-3bd3e0dfdbf7,2017-09-10,new_biz,204.07920216655509
1286,cus_e9e93570-aaa1-11e8-b524-63c1f6fb5124,2018-08-28,new_biz,89.8858568915436
1287,cus_75ee88da-784e-11e8-8f23-aff479ce3819,2018-08-28,new_biz,201.05388045657244
459,cus_e48018ec-be12-11e6-ab48-e38bbf44799b,2017-03-06,new_biz,52.091007823489264
1359,cus_daaa1b96-cd20-11e8-917a-837906be595f,2018-10-01,new_biz,223.14594611509213
458,cus_324c175c-fe95-11e6-8ab5-3f5a26166921,2017-03-03,new_biz,52.091007823489264
350,cus_2ad1c39a-aa3b-11e6-9b61-9f45e2622ec6,2016-11-11,new_biz,267.49984584728185
629,cus_91926cbc-614f-11e7-9b1e-8f8faaf3c325,2017-08-01,new_biz,39.63244422535675
1283,cus_68241c48-b835-11e8-bb94-1f5cec367ffe,2018-08-27,new_biz,247.62426870678721
1507,cus_74fd0606-0537-11e9-aafa-3f96fba8ec80,2018-12-20,new_biz,75.080480268113831
1441,cus_be12f18e-ddf0-11e8-bf73-e33d99383405,2018-11-13,new_biz,65.36157499616975
379,cus_9c65bfe6-c077-11e6-8733-db05f07510de,2016-12-23,new_biz,139.0158
134,cus_d4fbfcd6-9d09-11e5-b741-5f61f5ab8e14,2015-10-29,new_biz,127.79953777377263
355,cus_704710b6-8ed8-11e6-a014-0f6935c42e3b,2016-11-16,new_biz,53.4885144282675
1367,cus_fff1e470-cbda-11e8-bc66-336c5c1e96f5,2018-10-05,new_biz,357.0714
455,cus_a11cc2de-a054-11e6-b586-e7a654a9e57c,2017-03-01,new_biz,135.83613418732958
457,cus_5fb3ed82-f300-11e6-9c27-375167b8d8cf,2017-03-01,new_biz,128.52
352,cus_b54f2cfa-9c18-11e6-a36a-db183cd881ab,2016-11-15,new_biz,139.0158
692,cus_7bdfcfbc-9ca1-11e7-8bf4-6b10edc3649e,2017-09-19,new_biz,82.871354003576457
128,cus_cd922fa6-9d09-11e5-bd03-bbe428971f55,2015-10-23,new_biz,25.559907554754524
324,cus_019497c4-8613-11e6-a286-c3b33599ff07,2016-09-30,new_biz,62.5464
502,cus_c80f2ec2-1dcc-11e7-ac05-4fe4e5027910,2017-04-18,new_biz,45.456174138934927
1447,cus_86d9931a-feef-11e8-8b69-436dc3e5567b,2018-11-15,new_biz,944.96507152022048
255,cus_84e3c4f4-bb86-11e5-8c38-3f8d9d6b1583,2016-06-09,new_biz,25.789611193317338
1089,cus_a595544e-43ae-11e8-93b5-f3058cf8db70,2018-05-03,new_biz,180.88549758498465
294,cus_6e3bd812-9fda-11e5-9427-230f583604e0,2016-08-20,new_biz,29.933463723551
462,cus_8d32c7d4-04e3-11e7-80ec-d3b7a7bf3b43,2017-03-09,new_biz,33.732639989853517
124,cus_70e50908-9d0a-11e5-87cd-939ea1371c94,2015-10-20,new_biz,46.053
896,cus_45f23dde-d5e2-11e7-b53e-3f1af682a710,2018-01-11,new_biz,46.034318462900508
1520,cus_b3c663b6-b157-11e8-9cde-3bc26ffa1eeb,2018-12-29,new_biz,396.0558
589,cus_7fe10032-1f5a-11e7-b1c3-7fb720ff30d0,2017-06-30,new_biz,57.538061766497556
590,cus_fd59c6b6-4b97-11e7-bc02-dfe6f7ab8c10,2017-06-30,new_biz,61.59435876189243
500,cus_047eda2c-12f3-11e7-ab87-737fe3d13dfb,2017-04-17,new_biz,71.3959804938518
325,cus_ae1255a2-897b-11e6-bc1e-43ca52e5a524,2016-10-01,new_biz,212.36092936803411
1086,cus_b12f7c2e-3e38-11e8-91aa-072efda6c0d9,2018-05-02,new_biz,297.33538873411635
1087,cus_9186778a-46e7-11e8-8735-4f7639c30f13,2018-05-02,new_biz,180.88549758498465
894,cus_7ce094e0-b9ad-11e7-900d-e7ed30aeba6a,2018-01-10,new_biz,192.3516
127,cus_97ddff42-9d0a-11e5-b1df-ab047091c0f1,2015-10-21,new_biz,171.36
410,cus_5f086e48-9b90-11e6-9fcf-4f8bf16f82b1,2017-01-31,new_biz,117.68567332413019
838,cus_3f335704-8c03-11e7-8946-7740657e7140,2017-12-06,new_biz,76.20281629812068
1866,36,2019-06-28,new_biz,310.3758
1875,38,2019-06-28,new_biz,287.71631332691578
681,cus_da88091a-832b-11e7-9d22-a7e872d1171c,2017-09-11,new_biz,299.6658
883,cus_9f14e6de-b5a1-11e7-97d7-8b782a36c883,2018-01-02,new_biz,226.23139702352373
1864,34,2019-06-27,new_biz,257.04
1565,cus_85ef4a0a-126b-11e9-9616-d7a92f8028b3,2019-01-29,new_biz,211.75790294335425
1083,cus_26a61a36-59f9-11e8-82c8-8fbe28297d06,2018-05-01,new_biz,243.9440677312563
1084,cus_c19ccbdc-4e39-11e8-82a9-2322150aa860,2018-05-01,new_biz,321.4001497952292
763,cus_02dd60b8-88cc-11e7-8b52-9fab6e5bfce7,2017-10-30,new_biz,151.58644644502729
764,cus_e3f1f8ba-9d13-11e7-86a9-af186008c336,2017-10-30,new_biz,57.108138343124715
1562,cus_29950134-199e-11e9-b24d-3ff8b2729dbc,2019-01-28,new_biz,73.598266161653314
